zip_path,key,E_input_Eh,E_finished_first_Eh,E_finished_first_opt_Eh,E_finished_last_Eh,E_finished_last_opt_Eh,E_ts_final_geometry_Eh,DFT_barrier_from_first_kcalmol,DFT_barrier_from_first_opt_kcalmol,DFT_barrier_from_last_kcalmol,DFT_barrier_from_last_opt_kcalmol,irc_file,IRC_Left_kJmol,IRC_TS_kJmol,IRC_Right_kJmol,IRC_Left_kcalmol,IRC_TS_kcalmol,IRC_Right_kcalmol,error
10.1021/acs.jpcc.5b10457/jp5b10457_si_001/28_-1_2.zip,10.1021/acs.jpcc.5b10457/jp5b10457_si_001/28_-1_2,-411.9090555610,-411.8344443417,-411.8784832879,-411.8363750867,-411.8855784922,-411.8335007265,0.5921,28.2270,1.8037,32.6793,28-irc.out,3.34,284.73,0.00,0.7983,68.0521,0.0000,
10.1021/acs.jpcc.5b10457/jp5b10457_si_001/30_1_2.zip,10.1021/acs.jpcc.5b10457/jp5b10457_si_001/30_1_2,-411.5606241701,-411.5694039889,-411.5677121669,-411.5565392940,-411.5614543209,-411.5649828667,2.7743,1.7127,-5.2984,-2.2142,30-irc.out,0.00,18.86,12.72,0.0000,4.5076,3.0402,
10.1021/acs.jpcc.5b10457/jp5b10457_si_001/27_-1_2.zip,10.1021/acs.jpcc.5b10457/jp5b10457_si_001/27_-1_2,-371.3299277830,-371.3766728874,-371.3723365013,-371.3758108740,-371.3726664569,-371.3612758327,9.6618,6.9407,9.1209,7.1477,27-irc.out,0.00,8.19,0.00,0.0000,1.9575,0.0000,
10.1021/acs.jpcc.5b10457/jp5b10457_si_001/08_-1_2.zip,10.1021/acs.jpcc.5b10457/jp5b10457_si_001/08_-1_2,-371.4021793643,-371.3445361311,-371.3462370177,-371.3464643100,-371.3463586512,-371.3129159846,19.8419,20.9093,21.0519,20.9856,08-irc.out,0.00,85.38,0.00,0.0000,20.4063,0.0000,
10.1021/acs.jpcc.5b10457/jp5b10457_si_001/30_0_1.zip,10.1021/acs.jpcc.5b10457/jp5b10457_si_001/30_0_1,-411.8712618746,-411.8377453462,-411.8407751036,-411.8374115737,-411.8410616547,-411.6772156800,100.7339,102.6351,100.5244,102.8149,30-irc.out,0.00,309.84,1.80,0.0000,74.0535,0.4302,
10.1021/acs.jpcc.5b10457/jp5b10457_si_001/08_1_2.zip,10.1021/acs.jpcc.5b10457/jp5b10457_si_001/08_1_2,-371.0268806675,-371.0305035433,-371.0423169086,-371.0303979797,-371.0424246251,-371.0275152778,1.8752,9.2882,1.8089,9.3558,08-irc.out,0.00,5.45,0.02,0.0000,1.3026,0.0048,
10.1021/acs.jpcc.5b10457/jp5b10457_si_001/28_0_1.zip,10.1021/acs.jpcc.5b10457/jp5b10457_si_001/28_0_1,-411.8890495773,-411.8443632224,-411.8391558273,-411.8463341799,-411.8419714712,-411.8413969576,1.8614,-1.4063,3.0982,0.3605,28-irc.out,2.69,6.67,0.00,0.6429,1.5942,0.0000,
10.1021/jo0622678/jo0622678si20070119_045704/16_1_2.zip,10.1021/jo0622678/jo0622678si20070119_045704/16_1_2,-2076.9773832968,-2076.9845427977,-2076.9572240906,-2077.0118017284,-2077.0151942337,-2076.9775198866,4.4069,-12.7358,21.5122,23.6410,16-irc.out,25.62,73.19,0.00,6.1233,17.4928,0.0000,
10.1021/jo0622678/jo0622678si20070119_045704/16_0_1.zip,10.1021/jo0622678/jo0622678si20070119_045704/16_0_1,-2077.2405110674,-2077.2370473340,-2077.2329270210,-2077.2357049148,-2077.2363985097,-2077.2293442325,4.8338,2.2482,3.9914,4.4266,16-irc.out,0.00,32.77,29.34,0.0000,7.8322,7.0124,
10.1021/jo0622678/jo0622678si20070119_045704/16_-1_2.zip,10.1021/jo0622678/jo0622678si20070119_045704/16_-1_2,-2077.2792423688,-2077.2964806768,-2077.2997170566,-2077.2945083694,-2077.2933308622,-2077.2857684333,6.7220,8.7529,5.4844,4.7455,16-irc.out,14.99,23.30,0.00,3.5827,5.5688,0.0000,
10.1021/acs.orglett.3c00824/ol3c00824_si_001/11_0_1.zip,10.1021/acs.orglett.3c00824/ol3c00824_si_001/11_0_1,-1684.1488426409,-1684.1126391509,-1684.1077158045,-1684.1184223779,-1684.1148125870,-1684.1175914746,-3.1076,-6.1971,0.5214,-1.7438,11-irc.out,4.93,46.73,0.00,1.1783,11.1687,0.0000,
10.1021/acs.orglett.3c00824/ol3c00824_si_001/03_-1_2.zip,10.1021/acs.orglett.3c00824/ol3c00824_si_001/03_-1_2,-1861.8110160339,-1861.7595611822,-1861.7680139536,-1861.7873249427,-1861.7910496573,-1861.7717635783,-7.6571,-2.3529,9.7649,12.1022,03-irc.out,0.00,127.27,101.99,0.0000,30.4183,24.3762,
10.1021/acs.orglett.3c00824/ol3c00824_si_001/11_-1_2.zip,10.1021/acs.orglett.3c00824/ol3c00824_si_001/11_-1_2,-1684.2128548917,-1684.1917452589,-1684.1984980754,-1684.1912746591,-1684.2035547184,-1684.1922121587,-0.2930,3.9445,-0.5883,7.1176,11-irc.out,3.33,37.12,0.00,0.7959,8.8719,0.0000,
10.1021/acs.orglett.3c00824/ol3c00824_si_001/11_1_2.zip,10.1021/acs.orglett.3c00824/ol3c00824_si_001/11_1_2,-1683.8582377837,-1683.8632178391,-1683.8677306228,-1683.8619597428,-1683.8678586567,-1683.8623885148,0.5204,3.3522,-0.2691,3.4326,11-irc.out,0.01,17.89,0.00,0.0024,4.2758,0.0000,
10.1021/acs.orglett.3c00824/ol3c00824_si_001/03_0_1.zip,10.1021/acs.orglett.3c00824/ol3c00824_si_001/03_0_1,-1861.7493099040,-1861.7069991160,-1861.7336627393,-1861.7094888039,-1861.7070371722,-1861.6929782942,8.7982,25.5299,10.3605,8.8221,03-irc.out,0.00,174.16,157.23,0.0000,41.6252,37.5789,
10.1021/acs.orglett.3c00824/ol3c00824_si_001/06_0_1.zip,10.1021/acs.orglett.3c00824/ol3c00824_si_001/06_0_1,-1861.7549055216,-1861.6853165542,-1861.6914076745,-1861.6984945347,-1861.7025455044,-1861.6981130660,-8.0299,-4.2077,0.2394,2.7814,06-irc.out,13.03,49.69,0.00,3.1142,11.8762,0.0000,
