zip_path,key,E_input_Eh,E_finished_first_Eh,E_finished_first_opt_Eh,E_finished_last_Eh,E_finished_last_opt_Eh,E_ts_final_geometry_Eh,DFT_barrier_from_first_kcalmol,DFT_barrier_from_first_opt_kcalmol,DFT_barrier_from_last_kcalmol,DFT_barrier_from_last_opt_kcalmol,irc_file,IRC_Left_kJmol,IRC_TS_kJmol,IRC_Right_kJmol,IRC_Left_kcalmol,IRC_TS_kcalmol,IRC_Right_kcalmol,error
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.1c02217/jp1c02217_si_001/25_1_1.zip,10.1021/acs.jpca.1c02217/jp1c02217_si_001/25_1_1,-1511.4512614281,-1511.4506084789,-1511.4583356221,-1511.4507704298,-1511.4583436061,-1511.4348792583,9.8702,14.7191,9.9719,14.7241,25-irc.out,0.00,2.26,0.00,0.0000,0.5402,0.0000,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.1c02217/jp1c02217_si_001/25_-1_1.zip,10.1021/acs.jpca.1c02217/jp1c02217_si_001/25_-1_1,-1511.6193868948,-1511.6950524556,-1511.6961027350,-1511.6950265772,-1511.6960168444,-1511.6940968984,0.5996,1.2587,0.5834,1.2048,25-irc.out,0.00,21.27,0.00,0.0000,5.0837,0.0000,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.0c07027/jp0c07027_si_001/04_1_2.zip,10.1021/acs.jpca.0c07027/jp0c07027_si_001/04_1_2,-614.5849687916,-614.6207834384,-614.6209435393,-614.5491169029,-614.5486805806,-614.6211983181,-0.2603,-0.1599,-45.2318,-45.5056,04-irc.out,0.29,0.59,0.00,0.0693,0.1410,0.0000,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.0c07027/jp0c07027_si_001/11_1_2.zip,10.1021/acs.jpca.0c07027/jp0c07027_si_001/11_1_2,-655.1462311139,-655.0827716519,-655.0644325621,-655.0833195786,-655.0643937339,-655.0823033714,0.2939,-11.2141,0.6377,-11.2385,11-irc.out,0.00,22.72,19.05,0.0000,5.4302,4.5531,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.0c07027/jp0c07027_si_001/11_0_1.zip,10.1021/acs.jpca.0c07027/jp0c07027_si_001/11_0_1,-655.3182703026,-655.3605480100,-655.3266587687,-655.3605687372,-655.3269223999,-655.3389014649,13.5834,-7.6824,13.5964,-7.5170,11-irc.out,0.00,37.41,0.02,0.0000,8.9412,0.0048,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.0c07027/jp0c07027_si_001/09_1_2.zip,10.1021/acs.jpca.0c07027/jp0c07027_si_001/09_1_2,-655.1552406309,-655.1540314778,-655.1524786477,-655.1452387268,-655.1436130003,-655.1437906732,6.4262,5.4518,0.9087,-0.1115,09-irc.out,3.10,12.84,0.00,0.7409,3.0688,0.0000,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.0c07027/jp0c07027_si_001/04_0_1.zip,10.1021/acs.jpca.0c07027/jp0c07027_si_001/04_0_1,-614.7820874786,-614.7826344161,-614.7834290466,-614.7826255910,-614.7834314166,-614.7814587659,0.7377,1.2364,0.7322,1.2379,04-irc.out,0.00,2.67,0.00,0.0000,0.6381,0.0000,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.0c07027/jp0c07027_si_001/09_0_1.zip,10.1021/acs.jpca.0c07027/jp0c07027_si_001/09_0_1,-655.2980413227,-655.2850769048,-655.2902957484,-655.2880010809,-655.2888049475,-655.2957226051,-6.6803,-3.4054,-4.8453,-4.3409,09-irc.out,1.80,2.21,0.00,0.4302,0.5282,0.0000,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.0c08081/jp0c08081_si_001/09_-1_1.zip,10.1021/acs.jpca.0c08081/jp0c08081_si_001/09_-1_1,-1279.1781343039,-1279.1881630610,-1279.1863588950,-1279.1860681667,-1279.1852562685,-1279.1882755486,-0.0706,-1.2027,-1.3852,-1.8946,09-irc.out,0.00,37.01,0.00,0.0000,8.8456,0.0000,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.0c08081/jp0c08081_si_001/23_1_1.zip,10.1021/acs.jpca.0c08081/jp0c08081_si_001/23_1_1,-983.5920474536,-983.5879905931,-983.5815444196,-983.5878586874,-983.5867568105,-983.5868373995,0.7236,-3.3214,0.6409,-0.0506,23-irc.out,0.00,44.05,44.65,0.0000,10.5282,10.6716,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.0c08081/jp0c08081_si_001/23_0_2.zip,10.1021/acs.jpca.0c08081/jp0c08081_si_001/23_0_2,-983.6716784187,-983.7018098383,-983.6889585709,-983.6943935057,-983.6822493573,-983.6999136134,1.1899,-6.8744,-3.4639,-11.0845,23-irc.out,0.05,8.93,0.00,0.0120,2.1343,0.0000,
/scratch/negishi/li1724/SI-Downloads/SI_Agent/doi_zips/10.1021/acs.jpca.0c08081/jp0c08081_si_001/06_-1_1.zip,10.1021/acs.jpca.0c08081/jp0c08081_si_001/06_-1_1,-751.7185576292,-751.7314523099,-751.7298614622,-751.7313528600,-751.7295940617,-751.7254005356,3.7975,2.7993,3.7351,2.6315,06-irc.out,0.00,31.22,0.00,0.0000,7.4618,0.0000,
